payment_id,booking_id,payment_status,paid_amount
P51388,B51388,Paid,5525
P51389,B51389,Paid,37104
P51390,B51390,Paid,10384
P51391,B51391,Paid,12066
P51392,B51392,Paid,28737
P51393,B51393,Paid,5721
P51394,B51394,Paid,31635
P51395,B51395,Paid,15364
P51396,B51396,Paid,17822
P51397,B51397,Paid,44556
P51398,B51398,Paid,27957
P51399,B51399,Paid,21014
P51400,B51400,Paid,13898
P51401,B51401,Paid,38200
P51402,B51402,Paid,40740
P51403,B51403,Paid,23984
P51404,B51404,Paid,38684
P51405,B51405,Paid,8192
P51406,B51406,Paid,25509
P51407,B51407,Paid,45700
P51408,B51408,Refunded,0
P51409,B51409,Paid,32382
P51410,B51410,Paid,5613
P51411,B51411,Paid,16066
P51412,B51412,Paid,35751
P51413,B51413,Refunded,0
P51414,B51414,Paid,37356
P51415,B51415,Refunded,0
P51416,B51416,Refunded,0
P51417,B51417,Paid,8350
P51418,B51418,Paid,44328
P51419,B51419,Refunded,0
P51420,B51420,Paid,42700
P51421,B51421,Paid,8969
P51422,B51422,Paid,12416
P51423,B51423,Paid,23376
P51424,B51424,Paid,8881
P51425,B51425,Paid,9584
P51426,B51426,Paid,13992
P51427,B51427,Paid,36536
P51428,B51428,Paid,10452
P51429,B51429,Paid,21642
P51430,B51430,Paid,36492
P51431,B51431,Paid,44080
P51432,B51432,Paid,10752
P51433,B51433,Paid,18988
P51434,B51434,Paid,27140
P51435,B51435,Paid,5705
P51436,B51436,Paid,43684
P51437,B51437,Paid,23686
P51438,B51438,Paid,51180
P51439,B51439,Refunded,0
P51440,B51440,Paid,18922
P51441,B51441,Paid,31479
P51442,B51442,Paid,14634
P51443,B51443,Paid,18566
P51444,B51444,Refunded,0
P51445,B51445,Paid,13010
P51446,B51446,Paid,5817
P51447,B51447,Paid,6473
P51448,B51448,Refunded,0
P51449,B51449,Paid,11360
P51450,B51450,Paid,45708
P51451,B51451,Paid,42560
P51452,B51452,Paid,40800
P51453,B51453,Paid,21004
P51454,B51454,Paid,8765
P51455,B51455,Paid,6394
P51456,B51456,Paid,9421
P51457,B51457,Paid,22746
P51458,B51458,Paid,22512
P51459,B51459,Paid,22194
P51460,B51460,Paid,22574
P51461,B51461,Paid,35103
P51462,B51462,Paid,32643
P51463,B51463,Paid,36152
P51464,B51464,Paid,12976
P51465,B51465,Refunded,0
P51466,B51466,Paid,42516
P51467,B51467,Refunded,0
P51468,B51468,Paid,23868
P51469,B51469,Paid,19230
P51470,B51470,Paid,10587
P51471,B51471,Paid,25516
P51472,B51472,Refunded,0
P51473,B51473,Paid,10678
P51474,B51474,Paid,22460
P51475,B51475,Paid,42760
P51476,B51476,Paid,10945
P51477,B51477,Paid,22620
P51478,B51478,Paid,33924
P51479,B51479,Paid,20199
P51480,B51480,Paid,8521
P51481,B51481,Refunded,0
P51482,B51482,Paid,24340
P51483,B51483,Paid,7544
P51484,B51484,Paid,10833
P51485,B51485,Paid,44712
P51486,B51486,Paid,8528
P51487,B51487,Paid,18458
P51488,B51488,Paid,8728
P51489,B51489,Paid,32469
P51490,B51490,Refunded,0
P51491,B51491,Paid,8957
P51492,B51492,Paid,11019
P51493,B51493,Paid,19930
P51494,B51494,Paid,12533
P51495,B51495,Paid,22328
P51496,B51496,Paid,9979
P51497,B51497,Refunded,0
P51498,B51498,Refunded,0
P51499,B51499,Refunded,0
P51500,B51500,Paid,44984
P51501,B51501,Paid,35988
P51502,B51502,Paid,10731
P51503,B51503,Paid,8576
P51504,B51504,Paid,11734
P51505,B51505,Paid,34372
P51506,B51506,Paid,36056
P51507,B51507,Paid,18654
P51508,B51508,Paid,18642
P51509,B51509,Paid,27855
P51510,B51510,Paid,34548
P51511,B51511,Refunded,0
P51512,B51512,Paid,25354
P51513,B51513,Paid,13036
P51514,B51514,Paid,18128
P51515,B51515,Paid,10647
P51516,B51516,Paid,38064
P51517,B51517,Refunded,0
P51518,B51518,Paid,9814
P51519,B51519,Paid,30544
P51520,B51520,Paid,5797
P51521,B51521,Paid,51044
P51522,B51522,Paid,29780
P51523,B51523,Paid,15594
P51524,B51524,Paid,18898
P51525,B51525,Paid,50824
P51526,B51526,Paid,8954
P51527,B51527,Paid,49776
P51528,B51528,Paid,16647
P51529,B51529,Paid,21764
P51530,B51530,Refunded,0
P51531,B51531,Paid,19268
P51532,B51532,Paid,19922
P51533,B51533,Paid,11046
P51534,B51534,Paid,28959
P51535,B51535,Paid,32296
P51536,B51536,Refunded,0
P51537,B51537,Paid,26084
P51538,B51538,Paid,6022
P51539,B51539,Paid,30096
P51540,B51540,Paid,8466
P51541,B51541,Paid,17709
P51542,B51542,Refunded,0
P51543,B51543,Paid,9099
P51544,B51544,Paid,40924
P51545,B51545,Paid,43324
P51546,B51546,Paid,20730
P51547,B51547,Paid,9076
P51548,B51548,Paid,34496
P51549,B51549,Paid,25652
P51550,B51550,Paid,13374
P51551,B51551,Paid,10339
P51552,B51552,Paid,52536
P51553,B51553,Paid,5584
P51554,B51554,Paid,25892
P51555,B51555,Refunded,0
P51556,B51556,Paid,38360
P51557,B51557,Paid,22166
P51558,B51558,Paid,28509
P51559,B51559,Paid,11826
P51560,B51560,Paid,12667
P51561,B51561,Paid,24612
P51562,B51562,Paid,37695
P51563,B51563,Paid,6436
P51564,B51564,Paid,20553
P51565,B51565,Paid,17710
P51566,B51566,Paid,8771
P51567,B51567,Paid,49544
P51568,B51568,Paid,6396
P51569,B51569,Refunded,0
P51570,B51570,Refunded,0
P51571,B51571,Paid,7993
P51572,B51572,Paid,17936
P51573,B51573,Paid,31647
P51574,B51574,Paid,17734
P51575,B51575,Paid,25341
P51576,B51576,Paid,21326
P51577,B51577,Paid,10703
P51578,B51578,Paid,28767
P51579,B51579,Paid,26295
P51580,B51580,Paid,32844
P51581,B51581,Refunded,0
P51582,B51582,Paid,5962
P51583,B51583,Paid,48524
P51584,B51584,Paid,6515
P51585,B51585,Paid,41240
P51586,B51586,Paid,13063
P51587,B51587,Paid,8074
P51588,B51588,Paid,15420
P51589,B51589,Refunded,0
P51590,B51590,Refunded,0
P51591,B51591,Paid,43760
P51592,B51592,Refunded,0
P51593,B51593,Paid,10747
P51594,B51594,Paid,5897
P51595,B51595,Paid,36256
P51596,B51596,Paid,45404
P51597,B51597,Refunded,0
P51598,B51598,Paid,10556
P51599,B51599,Refunded,0
P51600,B51600,Paid,23034
P51601,B51601,Paid,33564
P51602,B51602,Paid,16424
P51603,B51603,Paid,19838
P51604,B51604,Paid,12140
P51605,B51605,Paid,25484
P51606,B51606,Paid,17850
P51607,B51607,Refunded,0
P51608,B51608,Paid,27627
P51609,B51609,Paid,27572
P51610,B51610,Paid,11195
P51611,B51611,Paid,23844
P51612,B51612,Paid,21398
P51613,B51613,Paid,11614
P51614,B51614,Paid,28233
P51615,B51615,Paid,11971
P51616,B51616,Paid,25376
P51617,B51617,Paid,34008
P51618,B51618,Paid,11500
P51619,B51619,Paid,5546
P51620,B51620,Refunded,0
P51621,B51621,Paid,35115
P51622,B51622,Paid,27102
P51623,B51623,Refunded,0
P51624,B51624,Paid,16102
P51625,B51625,Paid,48740
P51626,B51626,Paid,7706
P51627,B51627,Paid,18046
P51628,B51628,Paid,32790
P51629,B51629,Paid,35852
P51630,B51630,Paid,21552
P51631,B51631,Paid,23202
P51632,B51632,Paid,19572
P51633,B51633,Paid,30438
P51634,B51634,Paid,12887
P51635,B51635,Paid,31353
P51636,B51636,Paid,35067
P51637,B51637,Paid,32460
P51638,B51638,Paid,21132
P51639,B51639,Paid,18267
P51640,B51640,Paid,21978
P51641,B51641,Paid,30804
P51642,B51642,Paid,38204
P51643,B51643,Paid,33384
P51644,B51644,Paid,21522
P51645,B51645,Paid,7599
P51646,B51646,Paid,25689
P51647,B51647,Paid,20661
P51648,B51648,Paid,49996
P51649,B51649,Paid,39536
P51650,B51650,Paid,42704
P51651,B51651,Paid,28188
P51652,B51652,Paid,24118
P51653,B51653,Paid,26350
P51654,B51654,Paid,28924
P51655,B51655,Paid,9024
P51656,B51656,Refunded,0
P51657,B51657,Paid,18782
P51658,B51658,Paid,23424
P51659,B51659,Paid,38796
P51660,B51660,Paid,34116
P51661,B51661,Paid,26790
P51662,B51662,Paid,28776
P51663,B51663,Paid,8546
P51664,B51664,Paid,10662
P51665,B51665,Paid,6087
P51666,B51666,Paid,37416
P51667,B51667,Paid,12090
P51668,B51668,Paid,29052
P51669,B51669,Paid,5488
P51670,B51670,Paid,48600
P51671,B51671,Paid,18753
P51672,B51672,Refunded,0
P51673,B51673,Paid,7511
P51674,B51674,Paid,18276
P51675,B51675,Paid,43396
P51676,B51676,Paid,40828
P51677,B51677,Refunded,0
P51678,B51678,Paid,5876
P51679,B51679,Refunded,0
P51680,B51680,Paid,34884
P51681,B51681,Paid,10563
P51682,B51682,Paid,41248
P51683,B51683,Paid,21724
P51684,B51684,Refunded,0
P51685,B51685,Paid,11346
P51686,B51686,Refunded,0
P51687,B51687,Paid,23670
P51688,B51688,Paid,31245
P51689,B51689,Paid,27027
P51690,B51690,Paid,25623
P51691,B51691,Paid,20637
P51692,B51692,Paid,19514
P51693,B51693,Paid,11119
P51694,B51694,Paid,29860
P51695,B51695,Paid,12650
P51696,B51696,Paid,26544
P51697,B51697,Refunded,0
P51698,B51698,Paid,26256
P51699,B51699,Paid,33828
P51700,B51700,Paid,32380
P51701,B51701,Paid,50420
P51702,B51702,Paid,25056
P51703,B51703,Paid,47676
P51704,B51704,Paid,14142
P51705,B51705,Refunded,0
P51706,B51706,Paid,22014
P51707,B51707,Paid,17696
P51708,B51708,Paid,11348
P51709,B51709,Paid,34107
P51710,B51710,Paid,34560
P51711,B51711,Paid,30168
P51712,B51712,Paid,34784
P51713,B51713,Paid,5819
P51714,B51714,Paid,16000
P51715,B51715,Paid,24237
P51716,B51716,Paid,7151
P51717,B51717,Paid,12600
P51718,B51718,Paid,11273
P51719,B51719,Refunded,0
P51720,B51720,Paid,37408
P51721,B51721,Paid,18882
P51722,B51722,Paid,16395
P51723,B51723,Paid,20546
P51724,B51724,Paid,18099
P51725,B51725,Paid,7402
P51726,B51726,Paid,21459
P51727,B51727,Paid,30714
P51728,B51728,Paid,12304
P51729,B51729,Paid,12473
P51730,B51730,Paid,17538
P51731,B51731,Paid,15278
P51732,B51732,Paid,10598
P51733,B51733,Paid,17907
P51734,B51734,Refunded,0
P51735,B51735,Paid,20902
P51736,B51736,Paid,5594
P51737,B51737,Paid,14994
P51738,B51738,Paid,8728
P51739,B51739,Paid,17182
P51740,B51740,Paid,19136
P51741,B51741,Paid,36993
P51742,B51742,Paid,8890
P51743,B51743,Paid,31074
P51744,B51744,Paid,34035
P51745,B51745,Paid,12206
P51746,B51746,Paid,25176
P51747,B51747,Paid,8886
P51748,B51748,Paid,25474
P51749,B51749,Refunded,0
P51750,B51750,Paid,24908
P51751,B51751,Paid,32343
P51752,B51752,Paid,48692
P51753,B51753,Refunded,0
P51754,B51754,Paid,14880
P51755,B51755,Paid,40256
P51756,B51756,Paid,12620
P51757,B51757,Refunded,0
P51758,B51758,Paid,5473
P51759,B51759,Paid,5736
P51760,B51760,Paid,11025
P51761,B51761,Paid,14124
P51762,B51762,Paid,23120
P51763,B51763,Paid,11028
P51764,B51764,Paid,7910
P51765,B51765,Paid,30820
P51766,B51766,Paid,21902
P51767,B51767,Refunded,0
P51768,B51768,Paid,9952
P51769,B51769,Paid,31941
P51770,B51770,Paid,25728
P51771,B51771,Paid,41312
P51772,B51772,Paid,10766
P51773,B51773,Paid,16299
P51774,B51774,Paid,13950
P51775,B51775,Refunded,0
P51776,B51776,Paid,12694
P51777,B51777,Paid,51924
P51778,B51778,Paid,24024
P51779,B51779,Paid,35610
P51780,B51780,Refunded,0
P51781,B51781,Paid,30796
P51782,B51782,Paid,42840
P51783,B51783,Paid,27168
P51784,B51784,Paid,24728
P51785,B51785,Paid,32140
P51786,B51786,Paid,5783
P51787,B51787,Paid,11784
P51788,B51788,Paid,31785
P51789,B51789,Paid,18256
P51790,B51790,Paid,24926
P51791,B51791,Paid,11246
P51792,B51792,Paid,50748
P51793,B51793,Paid,30366
P51794,B51794,Paid,23946
P51795,B51795,Paid,28866
P51796,B51796,Paid,7057
P51797,B51797,Paid,13516
P51798,B51798,Paid,7400
P51799,B51799,Paid,33844
P51800,B51800,Paid,9330
P51801,B51801,Paid,35403
P51802,B51802,Paid,12806
P51803,B51803,Paid,5927
P51804,B51804,Paid,22010
P51805,B51805,Paid,7137
P51806,B51806,Paid,22064
P51807,B51807,Paid,46356
P51808,B51808,Paid,9794
P51809,B51809,Paid,11156
P51810,B51810,Paid,36162
P51811,B51811,Paid,52772
P51812,B51812,Paid,37504
P51813,B51813,Paid,34185
P51814,B51814,Paid,16908
P51815,B51815,Paid,41548
P51816,B51816,Paid,9575
P51817,B51817,Paid,7300
P51818,B51818,Refunded,0
P51819,B51819,Paid,47808
P51820,B51820,Paid,22176
P51821,B51821,Paid,35056
P51822,B51822,Paid,20511
P51823,B51823,Paid,37564
P51824,B51824,Paid,7129
P51825,B51825,Paid,20438
P51826,B51826,Paid,19090
P51827,B51827,Paid,19288
P51828,B51828,Paid,33840
P51829,B51829,Paid,22728
P51830,B51830,Paid,20896
P51831,B51831,Paid,19392
P51832,B51832,Paid,5982
P51833,B51833,Paid,6847
P51834,B51834,Paid,22590
P51835,B51835,Paid,16329
P51836,B51836,Paid,5922
P51837,B51837,Paid,9644
P51838,B51838,Refunded,0
P51839,B51839,Paid,12151
P51840,B51840,Paid,28688
P51841,B51841,Paid,22212
P51842,B51842,Paid,33471
P51843,B51843,Paid,12864
P51844,B51844,Paid,11287
P51845,B51845,Paid,42608
P51846,B51846,Paid,21648
P51847,B51847,Refunded,0
P51848,B51848,Paid,37340
P51849,B51849,Refunded,0
P51850,B51850,Paid,38836
P51851,B51851,Refunded,0
P51852,B51852,Paid,17348
P51853,B51853,Paid,27088
P51854,B51854,Paid,11015
P51855,B51855,Paid,11230
P51856,B51856,Paid,8507
P51857,B51857,Paid,12779
P51858,B51858,Paid,29937
P51859,B51859,Paid,8137
P51860,B51860,Refunded,0
P51861,B51861,Paid,48280
P51862,B51862,Paid,19932
P51863,B51863,Paid,31119
P51864,B51864,Paid,14474
P51865,B51865,Paid,17932
P51866,B51866,Paid,41672
P51867,B51867,Paid,25893
P51868,B51868,Paid,12990
P51869,B51869,Refunded,0
P51870,B51870,Paid,15006
P51871,B51871,Refunded,0
P51872,B51872,Paid,6292
P51873,B51873,Paid,16808
P51874,B51874,Paid,24184
P51875,B51875,Paid,10938
P51876,B51876,Paid,10334
P51877,B51877,Paid,41976
P51878,B51878,Paid,34812
P51879,B51879,Paid,9381
P51880,B51880,Paid,46908
P51881,B51881,Paid,12583
P51882,B51882,Paid,9119
P51883,B51883,Paid,42788
P51884,B51884,Paid,13830
P51885,B51885,Paid,26091
P51886,B51886,Paid,30546
P51887,B51887,Paid,31149
P51888,B51888,Paid,47048
P51889,B51889,Paid,17187
P51890,B51890,Paid,19917
P51891,B51891,Paid,42088
P51892,B51892,Paid,16720
P51893,B51893,Paid,11004
P51894,B51894,Paid,42868
P51895,B51895,Paid,24213
P51896,B51896,Paid,10140
P51897,B51897,Refunded,0
P51898,B51898,Paid,17217
P51899,B51899,Paid,11377
P51900,B51900,Paid,22314
P51901,B51901,Paid,6463
P51902,B51902,Paid,16725
P51903,B51903,Paid,26049
P51904,B51904,Refunded,0
P51905,B51905,Paid,25472
P51906,B51906,Paid,7233
P51907,B51907,Paid,8775
P51908,B51908,Paid,7782
P51909,B51909,Paid,20727
P51910,B51910,Paid,19725
P51911,B51911,Paid,26958
P51912,B51912,Paid,6785
P51913,B51913,Paid,10828
P51914,B51914,Paid,37748
P51915,B51915,Refunded,0
P51916,B51916,Paid,27264
P51917,B51917,Paid,33849
P51918,B51918,Paid,17013
P51919,B51919,Paid,9649
P51920,B51920,Paid,15708
P51921,B51921,Paid,31160
P51922,B51922,Paid,26864
P51923,B51923,Paid,13418
P51924,B51924,Paid,31119
P51925,B51925,Paid,51044
P51926,B51926,Paid,12994
P51927,B51927,Paid,7413
P51928,B51928,Paid,9463
P51929,B51929,Paid,24138
P51930,B51930,Paid,32396
P51931,B51931,Paid,6490
P51932,B51932,Refunded,0
P51933,B51933,Paid,10104
P51934,B51934,Paid,27657
P51935,B51935,Paid,10459
P51936,B51936,Refunded,0
P51937,B51937,Paid,31581
P51938,B51938,Refunded,0
P51939,B51939,Refunded,0
P51940,B51940,Paid,23852
P51941,B51941,Paid,23490
P51942,B51942,Paid,14660
P51943,B51943,Paid,21970
P51944,B51944,Paid,6478
P51945,B51945,Paid,26832
P51946,B51946,Paid,17864
P51947,B51947,Paid,15654
P51948,B51948,Paid,28164
P51949,B51949,Paid,12876
P51950,B51950,Paid,9055
P51951,B51951,Paid,18969
P51952,B51952,Paid,10699
P51953,B51953,Paid,26198
P51954,B51954,Paid,19599
P51955,B51955,Paid,26456
P51956,B51956,Paid,24696
P51957,B51957,Paid,18777
P51958,B51958,Paid,33936
P51959,B51959,Paid,23060
P51960,B51960,Paid,9505
P51961,B51961,Paid,8633
P51962,B51962,Paid,10431
P51963,B51963,Paid,35816
P51964,B51964,Refunded,0
P51965,B51965,Paid,28701
P51966,B51966,Paid,30768
P51967,B51967,Paid,10605
P51968,B51968,Paid,19830
P51969,B51969,Paid,26118
P51970,B51970,Paid,36876
P51971,B51971,Refunded,0
P51972,B51972,Paid,11400
P51973,B51973,Paid,11581
P51974,B51974,Paid,25905
P51975,B51975,Paid,26732
P51976,B51976,Paid,15308
P51977,B51977,Paid,9217
P51978,B51978,Paid,10511
P51979,B51979,Paid,37688
P51980,B51980,Paid,22012
P51981,B51981,Paid,31952
P51982,B51982,Paid,10835
P51983,B51983,Paid,26379
P51984,B51984,Paid,26384
P51985,B51985,Paid,16485
P51986,B51986,Paid,35076
P51987,B51987,Paid,8948
P51988,B51988,Paid,25892
P51989,B51989,Paid,15486
P51990,B51990,Paid,10952
P51991,B51991,Refunded,0
P51992,B51992,Refunded,0
P51993,B51993,Paid,34872
P51994,B51994,Paid,11294
P51995,B51995,Paid,5441
P51996,B51996,Paid,8588
P51997,B51997,Refunded,0
P51998,B51998,Paid,36054
P51999,B51999,Paid,22587
P52000,B52000,Refunded,0
P52001,B52001,Paid,24418
P52002,B52002,Paid,6832
P52003,B52003,Paid,43972
P52004,B52004,Paid,38332
P52005,B52005,Paid,13470
P52006,B52006,Paid,10567
P52007,B52007,Paid,5894
P52008,B52008,Refunded,0
P52009,B52009,Paid,13400
P52010,B52010,Paid,22000
P52011,B52011,Paid,27664
P52012,B52012,Paid,10524
P52013,B52013,Paid,37149
P52014,B52014,Paid,11233
P52015,B52015,Paid,6069
P52016,B52016,Paid,21156
P52017,B52017,Paid,5537
P52018,B52018,Paid,18868
P52019,B52019,Paid,13390
P52020,B52020,Paid,19018
P52021,B52021,Paid,27870
P52022,B52022,Paid,30856
P52023,B52023,Paid,18274
P52024,B52024,Paid,9643
P52025,B52025,Paid,13236
P52026,B52026,Paid,31452
P52027,B52027,Paid,7730
P52028,B52028,Paid,30597
P52029,B52029,Paid,8623
P52030,B52030,Refunded,0
P52031,B52031,Paid,20370
P52032,B52032,Paid,11038
P52033,B52033,Paid,19824
P52034,B52034,Paid,38280
P52035,B52035,Paid,35472
P52036,B52036,Paid,33708
P52037,B52037,Paid,12644
P52038,B52038,Paid,38916
P52039,B52039,Paid,20506
P52040,B52040,Paid,31917
P52041,B52041,Paid,8571
P52042,B52042,Paid,14882
P52043,B52043,Paid,20698
P52044,B52044,Paid,5815
P52045,B52045,Paid,45880
P52046,B52046,Paid,26298
P52047,B52047,Paid,26844
P52048,B52048,Paid,34244
P52049,B52049,Paid,21795
P52050,B52050,Paid,25968
P52051,B52051,Paid,17232
P52052,B52052,Paid,36306
P52053,B52053,Paid,19902
P52054,B52054,Paid,38160
P52055,B52055,Paid,27512
P52056,B52056,Paid,13424
P52057,B52057,Paid,22478
P52058,B52058,Paid,36888
P52059,B52059,Paid,31948
P52060,B52060,Paid,15570
P52061,B52061,Paid,7198
P52062,B52062,Paid,30292
P52063,B52063,Refunded,0
P52064,B52064,Paid,6622
P52065,B52065,Paid,5653
P52066,B52066,Paid,34860
P52067,B52067,Paid,37368
P52068,B52068,Paid,26181
P52069,B52069,Paid,24318
P52070,B52070,Paid,24201
P52071,B52071,Refunded,0
P52072,B52072,Paid,11270
P52073,B52073,Paid,18434
P52074,B52074,Refunded,0
P52075,B52075,Paid,31227
P52076,B52076,Paid,21554
P52077,B52077,Paid,19800
P52078,B52078,Paid,17004
P52079,B52079,Refunded,0
P52080,B52080,Paid,26334
P52081,B52081,Paid,23432
P52082,B52082,Paid,11097
P52083,B52083,Paid,13380
P52084,B52084,Paid,16062
P52085,B52085,Paid,6569
P52086,B52086,Paid,5967
P52087,B52087,Paid,37788
P52088,B52088,Refunded,0
P52089,B52089,Paid,17452
P52090,B52090,Paid,23488
P52091,B52091,Paid,9955
P52092,B52092,Paid,39700
P52093,B52093,Paid,23805
P52094,B52094,Paid,36084
P52095,B52095,Paid,22212
P52096,B52096,Paid,5460
P52097,B52097,Paid,40636
P52098,B52098,Refunded,0
P52099,B52099,Paid,11114
P52100,B52100,Paid,52000
P52101,B52101,Paid,10357
P52102,B52102,Paid,17962
P52103,B52103,Paid,22212
P52104,B52104,Paid,5631
P52105,B52105,Refunded,0
P52106,B52106,Paid,28071
P52107,B52107,Paid,21924
P52108,B52108,Paid,9796
P52109,B52109,Paid,12598
P52110,B52110,Paid,5934
P52111,B52111,Paid,9009
P52112,B52112,Paid,19252
P52113,B52113,Refunded,0
P52114,B52114,Paid,40396
P52115,B52115,Paid,16632
P52116,B52116,Paid,28818
P52117,B52117,Paid,6445
P52118,B52118,Refunded,0
P52119,B52119,Refunded,0
P52120,B52120,Paid,10409
P52121,B52121,Refunded,0
P52122,B52122,Paid,21080
P52123,B52123,Paid,7021
P52124,B52124,Paid,36564
P52125,B52125,Paid,7024
P52126,B52126,Refunded,0
P52127,B52127,Paid,17566
P52128,B52128,Paid,10072
P52129,B52129,Paid,12026
P52130,B52130,Paid,20102
P52131,B52131,Paid,10397
P52132,B52132,Paid,31412
P52133,B52133,Paid,37032
P52134,B52134,Paid,13768
P52135,B52135,Paid,21618
P52136,B52136,Paid,22554
P52137,B52137,Paid,13654
P52138,B52138,Paid,37023
P52139,B52139,Paid,15094
P52140,B52140,Refunded,0
P52141,B52141,Paid,50468
P52142,B52142,Paid,9270
P52143,B52143,Paid,12172
P52144,B52144,Paid,8490
P52145,B52145,Paid,44324
P52146,B52146,Paid,41536
P52147,B52147,Refunded,0
P52148,B52148,Paid,17140
P52149,B52149,Paid,17487
P52150,B52150,Paid,51384
P52151,B52151,Paid,33081
P52152,B52152,Paid,17301
P52153,B52153,Paid,17631
P52154,B52154,Paid,10353
P52155,B52155,Paid,26931
P52156,B52156,Paid,34956
P52157,B52157,Paid,25838
P52158,B52158,Paid,49260
P52159,B52159,Refunded,0
P52160,B52160,Paid,40840
P52161,B52161,Paid,11228
P52162,B52162,Paid,10966
P52163,B52163,Paid,8984
P52164,B52164,Refunded,0
P52165,B52165,Paid,26358
P52166,B52166,Paid,11610
P52167,B52167,Paid,36762
P52168,B52168,Paid,29756
P52169,B52169,Paid,27573
P52170,B52170,Refunded,0
P52171,B52171,Paid,22968
P52172,B52172,Paid,36108
P52173,B52173,Paid,10844
P52174,B52174,Paid,11394
P52175,B52175,Paid,17208
P52176,B52176,Paid,17385
P52177,B52177,Paid,21896
P52178,B52178,Paid,7082
P52179,B52179,Paid,34456
P52180,B52180,Paid,15966
P52181,B52181,Paid,30288
P52182,B52182,Paid,37728
P52183,B52183,Refunded,0
P52184,B52184,Paid,22144
P52185,B52185,Paid,13494
P52186,B52186,Paid,33615
P52187,B52187,Paid,10933
P52188,B52188,Paid,28816
P52189,B52189,Paid,47608
P52190,B52190,Paid,9117
P52191,B52191,Paid,6245
P52192,B52192,Paid,33330
P52193,B52193,Paid,35403
P52194,B52194,Paid,33396
P52195,B52195,Paid,22096
P52196,B52196,Paid,10206
P52197,B52197,Refunded,0
P52198,B52198,Paid,25488
P52199,B52199,Paid,44032
P52200,B52200,Refunded,0
P52201,B52201,Paid,8808
P52202,B52202,Paid,11864
P52203,B52203,Refunded,0
P52204,B52204,Paid,27204
P52205,B52205,Refunded,0
P52206,B52206,Paid,44024
P52207,B52207,Paid,23782
P52208,B52208,Paid,10554
P52209,B52209,Refunded,0
P52210,B52210,Paid,9228
P52211,B52211,Paid,50024
P52212,B52212,Refunded,0
P52213,B52213,Paid,38103
P52214,B52214,Paid,14082
P52215,B52215,Refunded,0
P52216,B52216,Paid,15352
P52217,B52217,Paid,41536
P52218,B52218,Paid,34112
P52219,B52219,Paid,27468
P52220,B52220,Paid,21476
P52221,B52221,Refunded,0
P52222,B52222,Paid,30676
P52223,B52223,Paid,35848
P52224,B52224,Paid,40724
P52225,B52225,Paid,40416
P52226,B52226,Paid,28620
P52227,B52227,Paid,7005
P52228,B52228,Paid,9435
P52229,B52229,Paid,27213
P52230,B52230,Paid,17272
P52231,B52231,Paid,24720
P52232,B52232,Paid,24333
P52233,B52233,Paid,10171
P52234,B52234,Paid,11450
P52235,B52235,Paid,10826
P52236,B52236,Paid,24608
P52237,B52237,Paid,22500
P52238,B52238,Paid,13648
P52239,B52239,Paid,35625
P52240,B52240,Paid,37410
P52241,B52241,Paid,12656
P52242,B52242,Paid,11215
P52243,B52243,Refunded,0
P52244,B52244,Paid,12821
P52245,B52245,Paid,44340
P52246,B52246,Paid,20856
P52247,B52247,Paid,8743
P52248,B52248,Paid,44768
P52249,B52249,Paid,36680
P52250,B52250,Paid,37158
P52251,B52251,Paid,30708
P52252,B52252,Paid,11404
P52253,B52253,Paid,19494
P52254,B52254,Paid,18842
P52255,B52255,Paid,18388
P52256,B52256,Paid,40356
P52257,B52257,Refunded,0
P52258,B52258,Paid,25986
P52259,B52259,Paid,11162
P52260,B52260,Paid,8060
P52261,B52261,Paid,9466
P52262,B52262,Refunded,0
P52263,B52263,Paid,50048
P52264,B52264,Paid,47188
P52265,B52265,Paid,39258
P52266,B52266,Paid,16284
P52267,B52267,Paid,48356
P52268,B52268,Paid,8680
P52269,B52269,Refunded,0
P52270,B52270,Paid,32322
P52271,B52271,Paid,48760
P52272,B52272,Paid,24064
P52273,B52273,Paid,42376
P52274,B52274,Refunded,0
P52275,B52275,Paid,6440
P52276,B52276,Paid,12552
P52277,B52277,Paid,16824
P52278,B52278,Paid,19572
P52279,B52279,Paid,30900
P52280,B52280,Paid,23085
P52281,B52281,Paid,30608
P52282,B52282,Paid,33964
P52283,B52283,Paid,24026
P52284,B52284,Refunded,0
P52285,B52285,Paid,6152
P52286,B52286,Paid,16512
P52287,B52287,Paid,17228
P52288,B52288,Refunded,0
P52289,B52289,Paid,44644
P52290,B52290,Paid,42604
P52291,B52291,Paid,10842
P52292,B52292,Paid,5548
P52293,B52293,Paid,30627
P52294,B52294,Paid,12500
P52295,B52295,Paid,9657
P52296,B52296,Refunded,0
P52297,B52297,Paid,26280
P52298,B52298,Refunded,0
P52299,B52299,Paid,21480
P52300,B52300,Paid,6460
P52301,B52301,Paid,25252
P52302,B52302,Paid,16605
P52303,B52303,Paid,12400
P52304,B52304,Paid,51940
P52305,B52305,Paid,38364
P52306,B52306,Paid,39748
P52307,B52307,Paid,29847
P52308,B52308,Refunded,0
P52309,B52309,Paid,26508
P52310,B52310,Paid,19148
P52311,B52311,Paid,32445
P52312,B52312,Paid,9988
P52313,B52313,Paid,23584
P52314,B52314,Paid,39884
P52315,B52315,Refunded,0
P52316,B52316,Paid,18546
P52317,B52317,Paid,17343
P52318,B52318,Paid,17990
